key,value,timestamp,sentence
Very Negative,0.0874,"01:06:02,251 --> 01:06:04,460","I'm telling you, it's a hell of a story."
Negative,0.5153,"01:06:02,251 --> 01:06:04,460","I'm telling you, it's a hell of a story."
Neutral,0.3109,"01:06:02,251 --> 01:06:04,460","I'm telling you, it's a hell of a story."
Positive,0.0709,"01:06:02,251 --> 01:06:04,460","I'm telling you, it's a hell of a story."
Very Positive,0.0154,"01:06:02,251 --> 01:06:04,460","I'm telling you, it's a hell of a story."
Very Negative,0.0012,"01:06:04,878 --> 01:06:06,212","Hey, Ryan?"
Negative,0.0171,"01:06:04,878 --> 01:06:06,212","Hey, Ryan?"
Neutral,0.9594,"01:06:04,878 --> 01:06:06,212","Hey, Ryan?"
Positive,0.0215,"01:06:04,878 --> 01:06:06,212","Hey, Ryan?"
Very Positive,0.0008,"01:06:04,878 --> 01:06:06,212","Hey, Ryan?"
Very Negative,0.0025,"01:06:06,463 --> 01:06:07,588","What?"
Negative,0.0342,"01:06:06,463 --> 01:06:07,588","What?"
Neutral,0.9326,"01:06:06,463 --> 01:06:07,588","What?"
Positive,0.0288,"01:06:06,463 --> 01:06:07,588","What?"
Very Positive,0.0019,"01:06:06,463 --> 01:06:07,588","What?"
Very Negative,0.0289,"01:06:08,006 --> 01:06:09,674","It's time to go home."
Negative,0.1436,"01:06:08,006 --> 01:06:09,674","It's time to go home."
Neutral,0.5029,"01:06:08,006 --> 01:06:09,674","It's time to go home."
Positive,0.2885,"01:06:08,006 --> 01:06:09,674","It's time to go home."
Very Positive,0.0362,"01:06:08,006 --> 01:06:09,674","It's time to go home."
Very Negative,0.0609,"01:06:40,539 --> 01:06:41,914","[ALARM STOPS]"
Negative,0.3667,"01:06:40,539 --> 01:06:41,914","[ALARM STOPS]"
Neutral,0.3759,"01:06:40,539 --> 01:06:41,914","[ALARM STOPS]"
Positive,0.1604,"01:06:40,539 --> 01:06:41,914","[ALARM STOPS]"
Very Positive,0.0361,"01:06:40,539 --> 01:06:41,914","[ALARM STOPS]"
Very Negative,0.0454,"01:06:43,584 --> 01:06:45,585","[PANTING]"
Negative,0.2852,"01:06:43,584 --> 01:06:45,585","[PANTING]"
Neutral,0.4795,"01:06:43,584 --> 01:06:45,585","[PANTING]"
Positive,0.1580,"01:06:43,584 --> 01:06:45,585","[PANTING]"
Very Positive,0.0319,"01:06:43,584 --> 01:06:45,585","[PANTING]"
Very Negative,0.0125,"01:06:53,260 --> 01:06:54,677","Landing..."
Negative,0.0809,"01:06:53,260 --> 01:06:54,677","Landing..."
Neutral,0.6844,"01:06:53,260 --> 01:06:54,677","Landing..."
Positive,0.2002,"01:06:53,260 --> 01:06:54,677","Landing..."
Very Positive,0.0220,"01:06:53,260 --> 01:06:54,677","Landing..."
Very Negative,0.0790,"01:06:57,055 --> 01:07:00,099","Landing... Landing is launching."
Negative,0.4205,"01:06:57,055 --> 01:07:00,099","Landing... Landing is launching."
Neutral,0.2940,"01:06:57,055 --> 01:07:00,099","Landing... Landing is launching."
Positive,0.1654,"01:06:57,055 --> 01:07:00,099","Landing... Landing is launching."
Very Positive,0.0411,"01:06:57,055 --> 01:07:00,099","Landing... Landing is launching."
Very Negative,0.0022,"01:07:01,643 --> 01:07:02,935","I said..."
Negative,0.0188,"01:07:01,643 --> 01:07:02,935","I said..."
Neutral,0.9002,"01:07:01,643 --> 01:07:02,935","I said..."
Positive,0.0749,"01:07:01,643 --> 01:07:02,935","I said..."
Very Positive,0.0038,"01:07:01,643 --> 01:07:02,935","I said..."
Very Negative,0.0410,"01:07:14,781 --> 01:07:16,282","[GROANS]"
Negative,0.2465,"01:07:14,781 --> 01:07:16,282","[GROANS]"
Neutral,0.4790,"01:07:14,781 --> 01:07:16,282","[GROANS]"
Positive,0.1967,"01:07:14,781 --> 01:07:16,282","[GROANS]"
Very Positive,0.0368,"01:07:14,781 --> 01:07:16,282","[GROANS]"
Very Negative,0.0884,"01:07:16,700 --> 01:07:18,326","Okay, landing, landing."
Negative,0.5526,"01:07:16,700 --> 01:07:18,326","Okay, landing, landing."
Neutral,0.3018,"01:07:16,700 --> 01:07:18,326","Okay, landing, landing."
Positive,0.0425,"01:07:16,700 --> 01:07:18,326","Okay, landing, landing."
Very Positive,0.0147,"01:07:16,700 --> 01:07:18,326","Okay, landing, landing."
Very Negative,0.0298,"01:07:18,577 --> 01:07:20,369","Landing is green."
Negative,0.1907,"01:07:18,577 --> 01:07:20,369","Landing is green."
Neutral,0.5618,"01:07:18,577 --> 01:07:20,369","Landing is green."
Positive,0.1879,"01:07:18,577 --> 01:07:20,369","Landing is green."
Very Positive,0.0299,"01:07:18,577 --> 01:07:20,369","Landing is green."
Very Negative,0.0241,"01:07:21,038 --> 01:07:22,288","Agh."
Negative,0.1214,"01:07:21,038 --> 01:07:22,288","Agh."
Neutral,0.5845,"01:07:21,038 --> 01:07:22,288","Agh."
Positive,0.2342,"01:07:21,038 --> 01:07:22,288","Agh."
Very Positive,0.0358,"01:07:21,038 --> 01:07:22,288","Agh."
Very Negative,0.0241,"01:07:31,006 --> 01:07:32,131","Okay."
Negative,0.1214,"01:07:31,006 --> 01:07:32,131","Okay."
Neutral,0.5845,"01:07:31,006 --> 01:07:32,131","Okay."
Positive,0.2342,"01:07:31,006 --> 01:07:32,131","Okay."
Very Positive,0.0358,"01:07:31,006 --> 01:07:32,131","Okay."
Very Negative,0.0635,"01:07:33,884 --> 01:07:36,719","Okay, landing."
Negative,0.4145,"01:07:33,884 --> 01:07:36,719","Okay, landing."
Neutral,0.3808,"01:07:33,884 --> 01:07:36,719","Okay, landing."
Positive,0.1146,"01:07:33,884 --> 01:07:36,719","Okay, landing."
Very Positive,0.0266,"01:07:33,884 --> 01:07:36,719","Okay, landing."
Very Negative,0.0034,"01:07:33,884 --> 01:07:36,719","All right."
Negative,0.0098,"01:07:33,884 --> 01:07:36,719","All right."
Neutral,0.4119,"01:07:33,884 --> 01:07:36,719","All right."
Positive,0.5244,"01:07:33,884 --> 01:07:36,719","All right."
Very Positive,0.0505,"01:07:33,884 --> 01:07:36,719","All right."
Very Negative,0.0241,"01:07:37,763 --> 01:07:40,348","Okay."
Negative,0.1214,"01:07:37,763 --> 01:07:40,348","Okay."
Neutral,0.5845,"01:07:37,763 --> 01:07:40,348","Okay."
Positive,0.2342,"01:07:37,763 --> 01:07:40,348","Okay."
Very Positive,0.0358,"01:07:37,763 --> 01:07:40,348","Okay."
Very Negative,0.0567,"01:07:37,763 --> 01:07:40,348","Soft landing jets trigger automatically..."
Negative,0.4584,"01:07:37,763 --> 01:07:40,348","Soft landing jets trigger automatically..."
Neutral,0.4056,"01:07:37,763 --> 01:07:40,348","Soft landing jets trigger automatically..."
Positive,0.0646,"01:07:37,763 --> 01:07:40,348","Soft landing jets trigger automatically..."
Very Positive,0.0147,"01:07:37,763 --> 01:07:40,348","Soft landing jets trigger automatically..."
Very Negative,0.0226,"01:07:40,599 --> 01:07:42,808","...at 3 meters before landing, so..."
Negative,0.2527,"01:07:40,599 --> 01:07:42,808","...at 3 meters before landing, so..."
Neutral,0.6898,"01:07:40,599 --> 01:07:42,808","...at 3 meters before landing, so..."
Positive,0.0304,"01:07:40,599 --> 01:07:42,808","...at 3 meters before landing, so..."
Very Positive,0.0045,"01:07:40,599 --> 01:07:42,808","...at 3 meters before landing, so..."
Very Negative,0.0096,"01:07:45,687 --> 01:07:47,939","Oh, you're a clever son of a bitch, Matt."
Negative,0.0294,"01:07:45,687 --> 01:07:47,939","Oh, you're a clever son of a bitch, Matt."
Neutral,0.0406,"01:07:45,687 --> 01:07:47,939","Oh, you're a clever son of a bitch, Matt."
Positive,0.7953,"01:07:45,687 --> 01:07:47,939","Oh, you're a clever son of a bitch, Matt."
Very Positive,0.1251,"01:07:45,687 --> 01:07:47,939","Oh, you're a clever son of a bitch, Matt."
Very Negative,0.0783,"01:07:48,190 --> 01:07:51,817","I need to... I need to get rid of the Bay-O..."
Negative,0.5168,"01:07:48,190 --> 01:07:51,817","I need to... I need to get rid of the Bay-O..."
Neutral,0.3287,"01:07:48,190 --> 01:07:51,817","I need to... I need to get rid of the Bay-O..."
Positive,0.0621,"01:07:48,190 --> 01:07:51,817","I need to... I need to get rid of the Bay-O..."
Very Positive,0.0141,"01:07:48,190 --> 01:07:51,817","I need to... I need to get rid of the Bay-O..."
Very Negative,0.0548,"01:07:52,069 --> 01:07:54,362","...and the engine module."
Negative,0.3460,"01:07:52,069 --> 01:07:54,362","...and the engine module."
Neutral,0.4229,"01:07:52,069 --> 01:07:54,362","...and the engine module."
Positive,0.1501,"01:07:52,069 --> 01:07:54,362","...and the engine module."
Very Positive,0.0262,"01:07:52,069 --> 01:07:54,362","...and the engine module."
Very Negative,0.0149,"01:07:55,614 --> 01:07:56,614","Right."
Negative,0.0686,"01:07:55,614 --> 01:07:56,614","Right."
Neutral,0.5589,"01:07:55,614 --> 01:07:56,614","Right."
Positive,0.3316,"01:07:55,614 --> 01:07:56,614","Right."
Very Positive,0.0260,"01:07:55,614 --> 01:07:56,614","Right."
Very Negative,0.0241,"01:07:55,614 --> 01:07:56,614","Okay."
Negative,0.1214,"01:07:55,614 --> 01:07:56,614","Okay."
Neutral,0.5845,"01:07:55,614 --> 01:07:56,614","Okay."
Positive,0.2342,"01:07:55,614 --> 01:07:56,614","Okay."
Very Positive,0.0358,"01:07:55,614 --> 01:07:56,614","Okay."
Very Negative,0.0241,"01:07:57,699 --> 01:07:58,282","Okay."
Negative,0.1214,"01:07:57,699 --> 01:07:58,282","Okay."
Neutral,0.5845,"01:07:57,699 --> 01:07:58,282","Okay."
Positive,0.2342,"01:07:57,699 --> 01:07:58,282","Okay."
Very Positive,0.0358,"01:07:57,699 --> 01:07:58,282","Okay."
Very Negative,0.0241,"01:08:00,869 --> 01:08:01,994","Okay."
Negative,0.1214,"01:08:00,869 --> 01:08:01,994","Okay."
Neutral,0.5845,"01:08:00,869 --> 01:08:01,994","Okay."
Positive,0.2342,"01:08:00,869 --> 01:08:01,994","Okay."
Very Positive,0.0358,"01:08:00,869 --> 01:08:01,994","Okay."
Very Negative,0.0176,"01:08:04,873 --> 01:08:06,499","Tri-module separation."
Negative,0.0911,"01:08:04,873 --> 01:08:06,499","Tri-module separation."
Neutral,0.5610,"01:08:04,873 --> 01:08:06,499","Tri-module separation."
Positive,0.2904,"01:08:04,873 --> 01:08:06,499","Tri-module separation."
Very Positive,0.0401,"01:08:04,873 --> 01:08:06,499","Tri-module separation."
Very Negative,0.0020,"01:08:07,668 --> 01:08:08,251","Go."
Negative,0.0122,"01:08:07,668 --> 01:08:08,251","Go."
Neutral,0.8932,"01:08:07,668 --> 01:08:08,251","Go."
Positive,0.0884,"01:08:07,668 --> 01:08:08,251","Go."
Very Positive,0.0043,"01:08:07,668 --> 01:08:08,251","Go."
Very Negative,0.0241,"01:08:23,350 --> 01:08:24,767","Okay."
Negative,0.1214,"01:08:23,350 --> 01:08:24,767","Okay."
Neutral,0.5845,"01:08:23,350 --> 01:08:24,767","Okay."
Positive,0.2342,"01:08:23,350 --> 01:08:24,767","Okay."
Very Positive,0.0358,"01:08:23,350 --> 01:08:24,767","Okay."
Very Negative,0.0362,"01:08:25,560 --> 01:08:27,895","Houston, here's the tricky part."
Negative,0.2287,"01:08:25,560 --> 01:08:27,895","Houston, here's the tricky part."
Neutral,0.4334,"01:08:25,560 --> 01:08:27,895","Houston, here's the tricky part."
Positive,0.2629,"01:08:25,560 --> 01:08:27,895","Houston, here's the tricky part."
Very Positive,0.0388,"01:08:25,560 --> 01:08:27,895","Houston, here's the tricky part."
Very Negative,0.0144,"01:08:28,480 --> 01:08:30,231","Soyuz has to think..."
Negative,0.0874,"01:08:28,480 --> 01:08:30,231","Soyuz has to think..."
Neutral,0.6633,"01:08:28,480 --> 01:08:30,231","Soyuz has to think..."
Positive,0.2111,"01:08:28,480 --> 01:08:30,231","Soyuz has to think..."
Very Positive,0.0238,"01:08:28,480 --> 01:08:30,231","Soyuz has to think..."
Very Negative,0.0486,"01:08:30,482 --> 01:08:33,818","...we are 3 meters off the Earth."
Negative,0.3702,"01:08:30,482 --> 01:08:33,818","...we are 3 meters off the Earth."
Neutral,0.5274,"01:08:30,482 --> 01:08:33,818","...we are 3 meters off the Earth."
Positive,0.0450,"01:08:30,482 --> 01:08:33,818","...we are 3 meters off the Earth."
Very Positive,0.0088,"01:08:30,482 --> 01:08:33,818","...we are 3 meters off the Earth."
Very Negative,0.0034,"01:08:35,237 --> 01:08:37,697","All right."
Negative,0.0098,"01:08:35,237 --> 01:08:37,697","All right."
Neutral,0.4119,"01:08:35,237 --> 01:08:37,697","All right."
Positive,0.5244,"01:08:35,237 --> 01:08:37,697","All right."
Very Positive,0.0505,"01:08:35,237 --> 01:08:37,697","All right."
Very Negative,0.0241,"01:08:35,237 --> 01:08:37,697","Okay."
Negative,0.1214,"01:08:35,237 --> 01:08:37,697","Okay."
Neutral,0.5845,"01:08:35,237 --> 01:08:37,697","Okay."
Positive,0.2342,"01:08:35,237 --> 01:08:37,697","Okay."
Very Positive,0.0358,"01:08:35,237 --> 01:08:37,697","Okay."
Very Negative,0.0215,"01:08:37,990 --> 01:08:39,198","Hey, Matt?"
Negative,0.3335,"01:08:37,990 --> 01:08:39,198","Hey, Matt?"
Neutral,0.6289,"01:08:37,990 --> 01:08:39,198","Hey, Matt?"
Positive,0.0135,"01:08:37,990 --> 01:08:39,198","Hey, Matt?"
Very Positive,0.0026,"01:08:37,990 --> 01:08:39,198","Hey, Matt?"
Very Negative,0.0494,"01:08:39,825 --> 01:08:41,742","Since I had to listen to endless hours..."
Negative,0.4473,"01:08:39,825 --> 01:08:41,742","Since I had to listen to endless hours..."
Neutral,0.4546,"01:08:39,825 --> 01:08:41,742","Since I had to listen to endless hours..."
Positive,0.0411,"01:08:39,825 --> 01:08:41,742","Since I had to listen to endless hours..."
Very Positive,0.0076,"01:08:39,825 --> 01:08:41,742","Since I had to listen to endless hours..."
Very Negative,0.1003,"01:08:41,994 --> 01:08:44,954","...of your storytelling this week, I need you to do me a favor."
Negative,0.5497,"01:08:41,994 --> 01:08:44,954","...of your storytelling this week, I need you to do me a favor."
Neutral,0.2619,"01:08:41,994 --> 01:08:44,954","...of your storytelling this week, I need you to do me a favor."
Positive,0.0683,"01:08:41,994 --> 01:08:44,954","...of your storytelling this week, I need you to do me a favor."
Very Positive,0.0197,"01:08:41,994 --> 01:08:44,954","...of your storytelling this week, I need you to do me a favor."
Very Negative,0.0184,"01:08:46,915 --> 01:08:49,917","You are gonna see a little girl with brown hair..."
Negative,0.1159,"01:08:46,915 --> 01:08:49,917","You are gonna see a little girl with brown hair..."
Neutral,0.5923,"01:08:46,915 --> 01:08:49,917","You are gonna see a little girl with brown hair..."
Positive,0.2487,"01:08:46,915 --> 01:08:49,917","You are gonna see a little girl with brown hair..."
Very Positive,0.0248,"01:08:46,915 --> 01:08:49,917","You are gonna see a little girl with brown hair..."
Very Negative,0.3396,"01:08:50,168 --> 01:08:52,837","...very messy, lots of knots."
Negative,0.5430,"01:08:50,168 --> 01:08:52,837","...very messy, lots of knots."
Neutral,0.0783,"01:08:50,168 --> 01:08:52,837","...very messy, lots of knots."
Positive,0.0162,"01:08:50,168 --> 01:08:52,837","...very messy, lots of knots."
Very Positive,0.0229,"01:08:50,168 --> 01:08:52,837","...very messy, lots of knots."
Very Negative,0.1118,"01:08:53,088 --> 01:08:54,880","She doesn't like to brush it."
Negative,0.5533,"01:08:53,088 --> 01:08:54,880","She doesn't like to brush it."
Neutral,0.2856,"01:08:53,088 --> 01:08:54,880","She doesn't like to brush it."
Positive,0.0370,"01:08:53,088 --> 01:08:54,880","She doesn't like to brush it."
Very Positive,0.0123,"01:08:53,088 --> 01:08:54,880","She doesn't like to brush it."
Very Negative,0.0107,"01:08:55,299 --> 01:08:56,757","That's okay."
Negative,0.0537,"01:08:55,299 --> 01:08:56,757","That's okay."
Neutral,0.4904,"01:08:55,299 --> 01:08:56,757","That's okay."
Positive,0.4079,"01:08:55,299 --> 01:08:56,757","That's okay."
Very Positive,0.0373,"01:08:55,299 --> 01:08:56,757","That's okay."
Very Negative,0.0243,"01:08:57,384 --> 01:08:59,093","Her name is Sarah."
Negative,0.1948,"01:08:57,384 --> 01:08:59,093","Her name is Sarah."
Neutral,0.6067,"01:08:57,384 --> 01:08:59,093","Her name is Sarah."
Positive,0.1592,"01:08:57,384 --> 01:08:59,093","Her name is Sarah."
Very Positive,0.0151,"01:08:57,384 --> 01:08:59,093","Her name is Sarah."
Very Negative,0.0010,"01:08:59,845 --> 01:09:02,221","Can you please tell her..."
Negative,0.0064,"01:08:59,845 --> 01:09:02,221","Can you please tell her..."
Neutral,0.8897,"01:08:59,845 --> 01:09:02,221","Can you please tell her..."
Positive,0.0984,"01:08:59,845 --> 01:09:02,221","Can you please tell her..."
Very Positive,0.0045,"01:08:59,845 --> 01:09:02,221","Can you please tell her..."
Very Negative,0.0039,"01:09:02,472 --> 01:09:04,974","...that Mama found her red shoe?"
Negative,0.0430,"01:09:02,472 --> 01:09:04,974","...that Mama found her red shoe?"
Neutral,0.9114,"01:09:02,472 --> 01:09:04,974","...that Mama found her red shoe?"
Positive,0.0395,"01:09:02,472 --> 01:09:04,974","...that Mama found her red shoe?"
Very Positive,0.0022,"01:09:02,472 --> 01:09:04,974","...that Mama found her red shoe?"
Very Negative,0.1482,"01:09:05,642 --> 01:09:08,269","She was so worried about that shoe, Matt."
Negative,0.4522,"01:09:05,642 --> 01:09:08,269","She was so worried about that shoe, Matt."
Neutral,0.2394,"01:09:05,642 --> 01:09:08,269","She was so worried about that shoe, Matt."
Positive,0.1114,"01:09:05,642 --> 01:09:08,269","She was so worried about that shoe, Matt."
Very Positive,0.0488,"01:09:05,642 --> 01:09:08,269","She was so worried about that shoe, Matt."
Very Negative,0.0706,"01:09:08,729 --> 01:09:10,396","But it was just right under the bed."
Negative,0.5252,"01:09:08,729 --> 01:09:10,396","But it was just right under the bed."
Neutral,0.2989,"01:09:08,729 --> 01:09:10,396","But it was just right under the bed."
Positive,0.0890,"01:09:08,729 --> 01:09:10,396","But it was just right under the bed."
Very Positive,0.0163,"01:09:08,729 --> 01:09:10,396","But it was just right under the bed."
Very Negative,0.0014,"01:09:14,943 --> 01:09:15,526","Give her..."
Negative,0.0099,"01:09:14,943 --> 01:09:15,526","Give her..."
Neutral,0.8357,"01:09:14,943 --> 01:09:15,526","Give her..."
Positive,0.1474,"01:09:14,943 --> 01:09:15,526","Give her..."
Very Positive,0.0057,"01:09:14,943 --> 01:09:15,526","Give her..."
Very Negative,0.1057,"01:09:15,777 --> 01:09:19,280","...a big hug and a big kiss for me and tell her that Mama misses her."
Negative,0.5076,"01:09:15,777 --> 01:09:19,280","...a big hug and a big kiss for me and tell her that Mama misses her."
Neutral,0.2820,"01:09:15,777 --> 01:09:19,280","...a big hug and a big kiss for me and tell her that Mama misses her."
Positive,0.0808,"01:09:15,777 --> 01:09:19,280","...a big hug and a big kiss for me and tell her that Mama misses her."
Very Positive,0.0239,"01:09:15,777 --> 01:09:19,280","...a big hug and a big kiss for me and tell her that Mama misses her."
Very Negative,0.0455,"01:09:19,823 --> 01:09:22,408","You tell her that she is my angel."
Negative,0.2966,"01:09:19,823 --> 01:09:22,408","You tell her that she is my angel."
Neutral,0.5048,"01:09:19,823 --> 01:09:22,408","You tell her that she is my angel."
Positive,0.1330,"01:09:19,823 --> 01:09:22,408","You tell her that she is my angel."
Very Positive,0.0200,"01:09:19,823 --> 01:09:22,408","You tell her that she is my angel."
Very Negative,0.0024,"01:09:22,909 --> 01:09:26,120","And she makes me so proud."
